"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 20 08:07:57 CST 2026","Wed May 20 08:07:57 CST 2026","1","tests.test_common","test_sql_loader_security","TestSQLInjectionProtection","","","非法参数名应抛出异常","非法参数名应抛出 ValueError"
"passed","Wed May 20 08:07:56 CST 2026","Wed May 20 08:07:56 CST 2026","1","tests.test_common","test_ci_validation","","","","test_sql_loader_works","验证 SQL 加载器"
"passed","Wed May 20 08:07:56 CST 2026","Wed May 20 08:07:57 CST 2026","326","tests.test_common","test_connection","","","","test_db_connection","测试数据库连接"
"passed","Wed May 20 08:07:57 CST 2026","Wed May 20 08:07:57 CST 2026","252","tests.test_common","test_connection","","","","test_table_accessible","测试目标表可访问"
"passed","Wed May 20 08:07:57 CST 2026","Wed May 20 08:07:57 CST 2026","1","tests.test_common","test_sql_loader_security","TestSQLInjectionProtection","","","SQL注入攻击应被阻止","常见SQL注入攻击应被阻止"
"passed","Wed May 20 08:07:56 CST 2026","Wed May 20 08:07:56 CST 2026","1","tests.test_common","test_config_security","TestTestConfigSecurity","","","测试配置默认值合理","测试配置应有合理的默认值"
"passed","Wed May 20 08:07:56 CST 2026","Wed May 20 08:07:56 CST 2026","1","tests.test_common","test_ci_validation","","","","test_dependencies_installed","验证关键依赖已安装"
"failed","Wed May 20 08:07:56 CST 2026","Wed May 20 08:07:56 CST 2026","1","tests.test_common","test_config_security","TestDatabaseCredentialSecurity","","","环境变量配置应生效","环境变量配置应正确读取"
"passed","Wed May 20 08:07:57 CST 2026","Wed May 20 08:07:57 CST 2026","0","tests.test_common","test_sql_loader_security","TestSQLInjectionProtection","","","SQL注入攻击应被阻止","常见SQL注入攻击应被阻止"
"passed","Wed May 20 08:07:57 CST 2026","Wed May 20 08:07:57 CST 2026","8","tests.test_rtd_mts_lg1","test_pointbof1no1","","","","test_all_values_in_range","所有值都在范围内"
"passed","Wed May 20 08:07:57 CST 2026","Wed May 20 08:07:57 CST 2026","0","tests.test_common","test_sql_loader_security","TestSQLInjectionProtection","","","SQL注入攻击应被阻止","常见SQL注入攻击应被阻止"
"passed","Wed May 20 08:07:57 CST 2026","Wed May 20 08:07:57 CST 2026","1","tests.test_rtd_mts_lg1","test_pointbof1no1","","","","test_value_range_max","最大值在范围内"
"failed","Wed May 20 08:07:56 CST 2026","Wed May 20 08:07:56 CST 2026","1","tests.test_common","test_config_security","TestDatabaseCredentialSecurity","","","配置文件不包含硬编码密码","验证配置文件中没有硬编码密码"
"passed","Wed May 20 08:07:57 CST 2026","Wed May 20 08:07:57 CST 2026","0","tests.test_common","test_sql_loader_security","TestSQLInjectionProtection","","","合法参数值应通过验证","合法参数值：表名、列名等标识符"
"passed","Wed May 20 08:07:56 CST 2026","Wed May 20 08:07:56 CST 2026","1","tests.test_common","test_ci_validation","","","","test_sql_files_exist","验证 SQL 文件存在"
"passed","Wed May 20 08:07:57 CST 2026","Wed May 20 08:07:57 CST 2026","0","tests.test_common","test_sql_loader_security","TestSQLLoaderFunctionality","","","不存在的文件应抛出异常","不存在的SQL文件应抛出 FileNotFoundError"
"passed","Wed May 20 08:07:57 CST 2026","Wed May 20 08:07:57 CST 2026","26","tests.test_rtd_mts_lg1","test_pointbof1no1","","","","test_value_range_min","最小值在范围内"
"passed","Wed May 20 08:07:56 CST 2026","Wed May 20 08:07:56 CST 2026","0","tests.test_common","test_config_security","TestTestConfigSecurity","","","范围验证方法正确","范围验证方法应正确工作"
"passed","Wed May 20 08:07:57 CST 2026","Wed May 20 08:07:57 CST 2026","1","tests.test_common","test_sql_loader_security","TestSQLLoaderFunctionality","","","SQL注释移除功能正常","注释行应被移除"
